bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
38447.The_Handmaid_s_Tale,The Handmaid's Tale,The Handmaid's Tale,Margaret Atwood,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']","['The Commander', 'Offred', 'Serena Joy', 'Ofglen', 'Nick', 'Moira', 'Luke Castellan']",314,Anchor Books,08/28/85,"['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']"
3636.The_Giver,The Giver,The Giver,Lois Lowry,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'Childrens', 'Middle Grade', 'Read For School']","['Rosemary (Lois Lowry)', 'Jonas (Lois Lowry)', 'The Giver (Lois Lowry)', 'Gabriel (Lois Lowry)', 'Asher (Lois Lowry)', 'Fiona (Lois Lowry)', 'Mother (Lois Lowry)', 'Father (Lois Lowry)', 'The Chief Elder (Lois Lowry)', 'Lily (Lois Lowry)']",208,Ember,04/26/93,"['Newbery Medal (1994)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1994)"", 'Golden Duck Award for Young Adult (Hal Clement Award) (1994)', 'Garden State Book Award for Teen Fiction Grades 6-8 (1996)', ""Buckeye Children's Book Award for Grade 6-8 (1997)"", 'Grand Canyon Reader Award for Teen Book (1995)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995)', 'Golden Sower Award for Young Adult (1995)', ""Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995)"", 'Soaring Eagle Book Award Nominee (1996)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1993)', 'New Mexico Land of Enchantment Award (1997)', 'Eliot Rosewater Indiana High School Book Award (1997)', ""William Allen White Children's Book Award (1996)"", 'Wyoming Indian Paintbrush Nominee (1996)', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Oklahoma Sequoyah Award for YA (1996)', ""Rebecca Caudill Young Readers' Book Award (1996)"", 'Hea Lasteraamat (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2016)', 'Margaret A. Edwards Award (2007)']"
168668.Catch_22,Catch-22,Catch-22,Joseph Heller,"['Classics', 'Fiction', 'War', 'Historical Fiction', 'Humor', 'Literature', 'Novels', 'Unfinished', 'American', 'Historical']","['Yossarian', 'Chaplain Tappman', 'Milo Minderbinder', 'Nately']",453,Simon & Schuster,11/10/61,['National Book Award Finalist for Fiction (1962)']
44767458-dune,Dune,Dune,Frank Herbert,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Novels', 'Adventure', 'Adult']","['Stilgar', 'Vladimir Harkonnen', 'Duncan Idaho', 'Leto Atreides', 'Paul Atreides', 'Alia Atreides', 'Lady Jessica', 'Shaddam IV', 'Gurney Halleck']",661,Ace Books,06/28/65,"['Hugo Award for Best Novel (1966)', 'Nebula Award for Best Novel (1965)', 'Seiun Award 星雲賞 for Best Foreign Novel (1974)']"
149267.The_Stand,The Stand,nan,Stephen King,"['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Apocalyptic', 'Audiobook', 'Classics']","['Stuart Redman', 'Glenn Bateman', 'Nick Andros', 'Tom Cullen', 'Nadine Cross', 'Fran Goldsmith', 'Harold Lauder', 'Joe/Leo Rockway', 'Mother Abigail Freemantle', 'Randall Flagg', 'Trashcan Man', 'The Anti-Christ', 'Judge Farris', 'Larry Underwood', 'General William Starkey', 'Major Len Creighton', 'The Rat Man', 'Captain Trips', 'Charles D. Campion', 'Lucy Swann', 'Lloyd Henreid', 'Julie Lawry', 'Ralph Brentner', 'Dayna Jurgens', 'United States Military', 'American Law Enforcement', 'Kojak']",1153,Doubleday Books,10/03/78,"['Locus Award Nominee for Best SF Novel (1979)', 'World Fantasy Award Nominee for Best Novel (1979)', 'Gandalf Award Nominee (1979)', 'Balrog Award Nominee for Best Novel (1979) (1980)']"
76620.Watership_Down,Watership Down,Watership Down,Richard Adams,"['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']","['Bigwig', 'Fiver', 'El-Ahrairah', 'Hazel', 'Pipkin', 'Blackberry', 'Dandelion', 'Hyzenthlay', 'Frith', 'Silver (Watership Down)', 'Kehaar', 'General Woundwort']",478,Avon Books,11/28/72,"['Mythopoeic Fantasy Award Nominee (1975)', ""Guardian Children's Fiction Prize (1973)"", 'Audie Award Nominee for Best Male Narrator (2020)', 'Boston Globe-Horn Book Award (1975)', 'California Young Readers Medal for Young Adult (1977)', 'Carnegie Medal (1972)']"
2623.Great_Expectations,Great Expectations,nan,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'School', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian']","['Miss Havisham', 'Philip ""Pip"" Pirrip', 'Joseph ""Joe"" Gargery', 'Abel Magwitch', 'Herbert Pocket', 'John Wemmick', 'Dolge Orlick', 'Jaggers', 'Estella', 'Compeyson']",505,Oxford University Press,07/28/61,"['Audie Award for Classic (2010)', 'Премія імені Максима Рильського (1993)']"
15823480-anna-karenina,Anna Karenina,nan,Leo Tolstoy,"['Classics', 'Fiction', 'Romance', 'Russia', 'Historical Fiction', 'Literature', 'Russian Literature', 'Novels', '19th Century', 'Classic Literature']","['Princess Ekaterina ""Kitty"" Aleksandrovna Shcherbatskaya', 'Anna Arkadyevna Karenina', 'Count Aleksei Kirillovich Vronsky', 'Konstantin ""Kostya"" Dmitrievitch Levin', 'Prince Stepan ""Stiva"" Arkadyevitch Oblonsky']",964,Vintage,10/28/77,['PEN Translation Prize for Richard Pevear & Larissa Volokhonsky (2002)']
10964.Outlander,Outlander,Outlander,Diana Gabaldon,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Adult', 'Audiobook', 'Scotland']","['Jamie Fraser', 'Ian Murray', 'Claire Randall Fraser', 'Jonathan Randall', 'Dougal MacKenzie', 'Colum MacKenzie', 'Geillis Duncan', 'Jenny Murray', 'Frank Randall', 'Laoghaire MacKenzie', 'Murtagh Fraser']",850,Dell Publishing Company,06/01/91,"['RITA Award by Romance Writers of America for Best Romance of 1991 & nominee for Best First Book & nominee for Single Title Historical Romance (1992)', 'Puddly Award for Romance (2001)']"
10917.My_Sister_s_Keeper,My Sister's Keeper,nan,Jodi Picoult,"['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']","['Anna Fitzgerald', 'Sara Fitzgerald', 'Kate Fitzgerald', 'Brian Fitzgerald', 'Jesse Fitzgerald', 'Campbell Alexander', 'Julia Romana']",423,Washington Square Press,04/06/04,"['Audie Award for Multi-Voiced Performance (2005)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2007)"", 'ALA Alex Award (2005)', 'Lincoln Award (2006)', 'Green Mountain Book Award (2007)', 'Missouri Gateway Readers Award Nominee (2007)']"
39988.Matilda,Matilda,nan,Roald Dahl,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Young Adult', 'Middle Grade', 'Humor', 'Audiobook', 'Magic', 'Juvenile']","['Matilda Wormwood', 'Miss Honey', 'Miss Trunchbull']",240,Puffin Books,10/01/88,"['Odyssey Award Nominee (2014)', 'Prijs van de Nederlandse Kinderjury for 10-12 jaar en 13-16 jaar (1989)', ""Audie Award for Children's Titles Ages 8-12 (2014)"", 'Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1990), Younger Readers (1997) (1990)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1989)"", ""Blue Peter Book Award for Voter's Award - Book that Made Me Laugh the Loudest (2000)"", ""Red House Children's Book Award (1989)"", 'Maryland Black-Eyed Susan Book Award for Book Award (1992)', ""Massachusetts Children's Book Award (1992)"", ""Nevada Young Readers' Award for Intermediate Category  (1992)"", ""Beehive Book Award for Children's Fiction (1991)"", 'Indian Paintbrush Book Award (1991)', 'Bluestem Book Award Nominee (2016)', ""Virginia Reader's Choice for Elementary (1990)"", ""Rebecca Caudill Young Readers' Book Award (1991)""]"
3263607-the-fellowship-of-the-ring,The Fellowship of the Ring,The Lord of the Rings,J.R.R. Tolkien,"['Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Young Adult', 'Novels', 'Magic', 'Literature', 'Audiobook']","['Frodo Baggins', 'Meriadoc Brandybuck', 'Peregrin Took', 'Gandalf', 'Aragorn', 'Gimli', 'Boromir', 'Bilbo Baggins', 'Tom Bombadil', 'Rúmil', 'Saruman', 'Elrond Half-elven', 'Arwen Undómiel', 'Galadriel', 'Gollum', 'Goldberry', 'Legolas', 'Sam Gamgee']",527,Ballantine Books,07/29/54,['Publieksprijs voor het Nederlandse Boek Nominee (2002)']
2429135.The_Girl_with_the_Dragon_Tattoo,The Girl with the Dragon Tattoo,Millennium,Stieg Larsson,"['Fiction', 'Mystery', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Sweden', 'Thriller', 'Audiobook', 'Crime']","['Lisbeth Salander', 'Mikael Blomkvist', 'Erika Berger', 'Dragan Armansky', 'Henrik Vanger', 'Martin Vanger', 'Cecilia Vanger', 'Hans-Erik Wennerström', 'Harriet Vanger', 'Holger Palmgren', 'Nils Bjurman', 'Anita Vanger', 'Birger Vanger', 'Dirch Frode', 'Christer Malm', 'Gustaf Morell', 'Isabella Vanger', 'Gottfried Vanger', 'Jan Köbin']",465,Knopf,08/28/05,"['Barry Award for Mystery/Crime Novel Of The Decade (2010)', 'Macavity Award for Best First Mystery Novel (2009)', 'Anthony Award for Best First Novel (2009)', 'Glass Key Award (2006)', 'CWA International Dagger Nominee (2008)', 'Galaxy British Book Awards for Crime Thriller of the Year (2009)', 'Exclusive Books Boeke Prize (2008)', 'Strand Critics Award  Nominee for Best First Novel (2008)']"
17899948-rebecca,Rebecca,nan,Daphne du Maurier,"['Classics', 'Fiction', 'Mystery', 'Romance', 'Gothic', 'Historical Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Adult']","['Maxim de Winter', 'Mrs. Danvers', 'the second Mrs. de Winter', 'Rebecca de Winter', 'Frank Crowley', 'Jack Favell', 'Beatrice Lacy', 'Giles Lacy']",449,"Little, Brown and Company",08/28/38,"['National Book Award for Fiction (1938)', 'Anthony Award for Best Novel of the Century (2000)']"
40961427-1984,1984,nan,George Orwell,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'School', 'Fantasy', 'Adult']","['Winston Smith', 'Big Brother', ""O'Brien"", 'Emmanuel Goldstein', 'Tom Parsons', 'Syme', 'Julia']",237,Houghton Mifflin Harcourt,06/08/49,"['Prometheus Hall of Fame Award (1984)', 'Locus Award Nominee for All-Time Best Science Fiction Novel (1987)']"
52892857-the-color-purple,The Color Purple,The Color Purple Collection,Alice Walker,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'Historical', 'LGBT', 'African American', 'Literature', 'Novels', 'Adult']","['Nettie', 'Albert', 'Celie', 'Shug Avery', 'Miss Millie']",304,Penguin Books,10/28/82,"['Pulitzer Prize for Fiction (1983)', 'National Book Award for Fiction (Hardcover) (1983)', 'National Book Critics Circle Award Nominee for Fiction (1982)', 'Townsend Prize for Fiction (1984)']"
14891.A_Tree_Grows_in_Brooklyn,A Tree Grows in Brooklyn,nan,Betty Smith,"['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Literature', 'New York', 'Novels', 'Book Club']","['Francie Nolan', 'Neeley Nolan', 'Katie Nolan', 'Johnny Nolan', 'Mary Rommely', 'Sissy Rommely', 'Eva ""Evy"" Rommely Flittman', 'Thomas Rommely', 'Sergeant McShane']",496,HarperCollins Publishers,08/18/43,['Audie Award for Classic (2002)']
41817486-a-clockwork-orange,A Clockwork Orange,nan,Anthony Burgess,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Horror', 'Thriller', 'Crime', 'Modern Classics']","['Pete', 'Alex Jacobi', 'Georgie', 'Dim']",240,W. W. Norton & Company,10/28/62,['Prometheus Hall of Fame Award (2008)']
6288.The_Road,The Road,nan,Cormac McCarthy,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Classics', 'Horror', 'Literature', 'Novels', 'Apocalyptic', 'Contemporary']","['The man', 'The boy']",241,Alfred A. Knopf,09/26/06,"['Pulitzer Prize for Fiction (2007)', 'Locus Award Nominee for Best SF Novel (2007)', 'James Tait Black Memorial Prize for Fiction (2006)', 'The Quill Award for General Fiction (2007)', 'Puddly Award for Fiction (2010)', 'National Book Critics Circle Award Nominee for Fiction (2006)', 'Believer Book Award (2006)', 'Tähtivaeltaja Award (2009)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2008)', 'Prix des libraires du Québec for Lauréats hors Québec (2009)', 'International Dublin Literary Award Nominee (2008)', 'The Rooster -- The Morning News Tournament of Books (2007)']"
252577.Angela_s_Ashes,Angela's Ashes,Frank McCourt,Frank McCourt,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir', 'History', 'Irish Literature', 'Historical']",['Frank McCourt'],452,Harper Perennial,09/05/96,"['Pulitzer Prize for Biography or Autobiography (1997)', 'American Booksellers Book Of The Year  Award for Adult Trade (1997)', 'Audie Award for Nonfiction, Abridged (1997)', 'Los Angeles Times Book Prize for Biography (1996)', 'Exclusive Books Boeke Prize (1997)', 'National Book Critics Circle Award for Biography/Autobiography (1996)']"
7244.The_Poisonwood_Bible,The Poisonwood Bible,nan,Barbara Kingsolver,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature', 'Novels', 'Religion', 'Adult Fiction']","['Orleanna Price', 'Ruth May Price', 'Rachel Rebeccah Price', 'Leah Price', 'Nathan Price', 'Dr Bud Wharton', 'Adah Price', 'Reverend & Mrs. Underdown']",546,Harper Perennial Modern Classics,09/24/98,"['Pulitzer Prize Nominee for Fiction (1999)', 'Orange Prize Nominee for Fiction Shortlist (1999)', 'Book Sense Book of the Year Award for Adult (2000)', 'PEN/Faulkner Award for Fiction Nominee (1999)', 'Independent Publisher Book Award (IPPY) for Audio Fiction - Unabridged (1999)', 'Exclusive Books Boeke Prize (2000)', 'Puddly Award for Novel (2001)', 'International Dublin Literary Award Nominee (2000)']"
119322.The_Golden_Compass,The Golden Compass,His Dark Materials,Philip Pullman,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Science Fiction Fantasy', 'Steampunk', 'Middle Grade', 'Audiobook']","['Lyra Belacqua', 'Pantalaimon', 'Lord Asriel', 'Iorek Byrnison', 'Iofur Raknison', 'Marisa Coulter', 'Lee Scoresby', 'Roger Parslow', 'Serafina Pekkala', 'Hester', 'Farder Coram', 'John Faa', 'Billy Costa']",399,Alfred A. Knopf Books for Young Readers,07/09/95,"[""Guardian Children's Fiction Prize (1996)"", ""Audie Award for Children's Titles (2000)"", 'Lincoln Award Nominee (2005)', 'Carnegie Medal (1995)']"
3836.Don_Quixote,Don Quixote,nan,Miguel de Cervantes Saavedra,"['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Novels', 'Historical Fiction', 'Spain', 'Humor', 'Classic Literature']","['Sancho Panza', 'Don Quijote de la Mancha']",1023,Penguin Books,10/28/05,"['Will Eisner Comic Industry Awards Nominee for Best Adaptation from Another Medium & Best Humor Publication (2014)', 'Βραβείο Λογοτεχνικής Μετάφρασης ΕΚΕΜΕΛ for Ισπανόφωνη Λογοτεχνία (2010)', 'Premio de traducción literaria Valle Inclán for John Rutherford (2002)']"
662.Atlas_Shrugged,Atlas Shrugged,nan,Ayn Rand,"['Classics', 'Philosophy', 'Literature', 'Politics', 'Science Fiction', 'Dystopia', 'Economics', 'Novels', 'Audiobook', 'Fiction']","['Prometheus (mythology)', 'Atlas', 'Dagny Taggart', 'John Galt', 'Hank Rearden', ""Francisco d'Anconia"", 'James Taggart']",1168,Plume,10/28/57,"['Prometheus Hall of Fame Award (1983)', 'National Book Award Finalist for Fiction (1958)']"
5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter,J.K. Rowling,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Middle Grade', 'Audiobook', 'Classics', 'Science Fiction Fantasy']","['Sirius Black', 'Draco Malfoy', 'Ron Weasley', 'Petunia Dursley', 'Vernon Dursley', 'Dudley Dursley', 'Severus Snape', 'Rubeus Hagrid', 'Minerva McGonagall', 'Neville Longbottom', 'Fred Weasley', 'George Weasley', 'Percy Weasley', 'Ginny Weasley', 'Colin Creevey', 'Filius Flitwick', 'Pomona Sprout', 'Arthur Weasley', 'Molly Weasley', 'Cho Chang', 'Marjorie Dursley', 'Cornelius Fudge', 'Remus Lupin', 'Sybil Trelawney', 'Peter Pettigrew', 'Poppy Pomfrey', 'Stan Shunpike', 'Oliver Wood', 'Cedric Diggory', 'Dean Thomas', 'Seamus Finnigan', 'Rolanda Hooch', 'Katie Bell', 'Ernie Prang', 'Albus Dumbledore', 'Harry Potter', 'Hermione Granger']",435,Scholastic Inc.,07/08/99,"['Bram Stoker Award for Best Work for Young Readers (1999)', 'Hugo Award Nominee for Best Novel (2000)', 'Locus Award for Best Fantasy Novel (2000)', ""Whitbread Award for Children's Book of the Year (1999)"", ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2005)', 'Colorado Blue Spruce Young Adult Book Award (2004)', 'Maine Student Book Award (2001)', 'Golden Archer Award for Intermediate (2001)', 'Indian Paintbrush Book Award (2004)', 'Soaring Eagle Book Award (2002)', 'Hotze de Roosprijs (2001)', 'Nestlé Smarties Book Prize for 9–11 years (1999)']"
2165.The_Old_Man_and_the_Sea,The Old Man and the Sea,nan,Ernest Hemingway,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure', 'Classic Literature', 'Literary Fiction', '20th Century']","['Santiago', 'Manolin']",96,Scribner,09/01/52,"['Pulitzer Prize for Fiction (1953)', 'Premio Bancarella (1953)', 'National Book Award Finalist for Fiction (1953)']"
43763.Interview_with_the_Vampire,Interview with the Vampire,The Vampire Chronicles,Anne Rice,"['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Supernatural', 'Classics', 'Gothic', 'Urban Fantasy', 'Historical Fiction']","['Lestat de Lioncourt', 'Claudia', 'Daniel Molloy', 'Louis de Pointe du Lac']",342,Ballantine Books,04/12/76,['British Fantasy Award Nominee for Best Novel (1977)']
153747.Moby_Dick_or_the_Whale,"Moby-Dick or, the Whale",nan,Herman Melville,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'American', 'Classic Literature', '19th Century', 'Unfinished']","['Elijah', 'Stubb', 'Captain Ahab', 'Ishmael', 'Queequeg', 'Starbuck', 'Tashtego', 'Dough-boy', 'Flask', 'Daggoo', 'Fedallah', 'Pippin (""Pip"")', 'Moby Dick', 'Mapple Priest', 'Peleg', 'Bildad', 'Fleece', 'Perth', 'Peter Coffin', 'Aunt Charity', 'Mrs Hussey']",654,Penguin Classics,10/18/51,"['Audie Award for Solo Narration - Male (2006)', 'Премія імені Максима Рильського (1991)']"
4989.The_Red_Tent,The Red Tent,nan,Anita Diamant,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']","['Isaac (Bible)', 'Dinah (Bible)', 'Jacob (Bible)']",324,St. Martin's Press,10/28/97,"['Book Sense Book of the Year Award for Adult Fiction (2001)', ""Boston Author's Club Award (1998)""]"
37435.The_Secret_Life_of_Bees,The Secret Life of Bees,nan,Sue Monk Kidd,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Adult Fiction', 'Historical', 'Contemporary', 'Adult', 'Coming Of Age', 'Chick Lit']","['Lily Owens', 'Rosaleen', 'August Boatwright', 'June Boatwright', 'May Boatwright', 'T. Ray Owens']",302,Penguin Books,11/08/01,"['Orange Prize Nominee for Fiction Longlist (2002)', 'Book Sense Book of the Year Award for Paperback (2004)', 'Lincoln Award Nominee (2005)', 'Missouri Gateway Readers Award Nominee (2005)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']"
